gp,nhs_url,postcode,state,url
Matching Green Surgery,https://www.nhs.uk/services/gp-surgery/matching-green-surgery/F81729,SS14 2PB,1,http://www.matchinggreensurgery.com
Poverest Medical Centre,https://www.nhs.uk/services/gp-surgery/poverest-medical-centre/G84007,BR5 2DQ,0,
Dewey Practice (Dr Christopher),https://www.nhs.uk/services/gp-surgery/dewey-practice-dr-christopher/F82621,RM10 7YU,1,http://www.thesurgerydeweyroad.co.uk/
The Oval Practice,https://www.nhs.uk/services/gp-surgery/the-oval-practice/Y01795,RM10 7YU,0,
Church Road Surgery,https://www.nhs.uk/services/gp-surgery/church-road-surgery/E86034,UB8 3NA,1,http://www.churchroadsurgery.london/
Brunel Medical Centre,https://www.nhs.uk/services/gp-surgery/brunel-medical-centre/E86030,UB8 3PH,1,https://www.brunelmedicalcentre.nhs.uk
West London Medical Centre,https://www.nhs.uk/services/gp-surgery/west-london-medical-centre/E86620,UB8 3NG,1,https://www.londongp.org.uk
Otterfield Medical Centre,https://www.nhs.uk/services/gp-surgery/otterfield-medical-centre/E86027,UB7 8PE,0,
The High Street Practice,https://www.nhs.uk/services/gp-surgery/the-high-street-practice/E86042,UB7 7DP,1,https://www.yiewsleyhighstreetpractice.co.uk/
Yiewsley Family Practice,https://www.nhs.uk/services/gp-surgery/yiewsley-family-practice/E86010,UB7 7DP,1,http://yiewsleyhealthcentre.nhs.uk/
Parkview Surgery,https://www.nhs.uk/services/gp-surgery/parkview-surgery/E86026,UB8 3LA,1,https://parkviewsurgeryhillingdon.nhs.uk
Singh G,https://www.nhs.uk/services/gp-surgery/singh-g/E85121001,UB3 2AP,1,https://www.drgsinghandpartners.nhs.uk/
THE PINE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/the-pine-medical-centre/E86016,UB4 8RB,1,https://pinemedicalcentre.nhs.uk
Shakespeare Health Centre,https://www.nhs.uk/services/gp-surgery/shakespeare-health-centre/E86612,UB3 1NY,1,https://www.shakespearehealthcentre.nhs.uk/
BALLATER SURGERY,https://www.nhs.uk/services/gp-surgery/ballater-surgery/G84040,BR6 0DP,1,http://www.ballater-surgery.co.uk/
Dr A Arif,https://www.nhs.uk/services/gp-surgery/dr-a-arif/F86040,RM8 2AJ,1,http://www.longbridgepractice.co.uk
Dr Aa Ansari's Practice,https://www.nhs.uk/services/gp-surgery/dr-aa-ansari-s-practice/F82650,IG11 9RS,1,http://www.rippleroadmedicalcentre.co.uk/
CHICHELE ROAD SURGERY,https://www.nhs.uk/services/gp-surgery/chichele-road-surgery/E84674,NW2 3AN,1,https://www.chicheleroadsurgery.co.uk
Cricklewood Health Centre,https://www.nhs.uk/services/gp-surgery/cricklewood-health-centre/Y02986,NW2 6DJ,1,https://cricklewoodgphealthcentre.nhs.uk/
Willesden Green Surgery,https://www.nhs.uk/services/gp-surgery/willesden-green-surgery/E84702,NW2 3UY,1,https://www.willesdengreensurgery.nhs.uk/
MAPESBURY MEDICAL GROUP,https://www.nhs.uk/services/gp-surgery/mapesbury-medical-group/E84012,NW2 3PS,1,http://www.mapesburymedicalgroup.co.uk/
Walm Lane Surgery,https://www.nhs.uk/services/gp-surgery/walm-lane-surgery/E84086,NW2 4RT,0,
Greenfield Medical Centre,https://www.nhs.uk/services/gp-surgery/greenfield-medical-centre/E83006,NW2 1HS,0,
Oxgate Gardens Surgery,https://www.nhs.uk/services/gp-surgery/oxgate-gardens-surgery/E84076,NW2 6EA,1,http://www.oxgategardens.co.uk/
West Hampstead Medical Centre,https://www.nhs.uk/services/gp-surgery/west-hampstead-medical-centre/F83055,NW6 1TP,1,http://www.westhampsteadmedicalcentre.com
Fortune Green Road Surgery,https://www.nhs.uk/services/gp-surgery/fortune-green-road-surgery/F83050,NW6 1DS,1,https://www.fortunegreenpractice.nhs.uk
Limelight Health and Wellbeing Hub,https://www.nhs.uk/services/gp-surgery/limelight-health-and-wellbeing-hub/P91020,M16 9NW,1,http://www.limelighthealthhub.nhs.uk
Longford Street Medical Centre,https://www.nhs.uk/services/gp-surgery/longford-street-medical-centre/P86011,OL10 4NH,1,http://www.longfordstreetmedicalcentre.co.uk
Pennine Drive Practice,https://www.nhs.uk/services/gp-surgery/pennine-drive-practice/E83025,NW2 1PA,0,
Cholmley Gardens Surgery,https://www.nhs.uk/services/gp-surgery/cholmley-gardens-surgery/F83615,NW6 1AE,1,"http://www.cholmleygardensmc.nhs.uk/welcome,47856.htm"
Staverton Surgery,https://www.nhs.uk/services/gp-surgery/staverton-surgery/E84080,NW2 5HA,1,https://www.stavertonsurgery.nhs.uk
The Willesden Medical Centre,https://www.nhs.uk/services/gp-surgery/the-willesden-medical-centre/E84021,NW10 2PT,1,https://www.willesdenmedicalcentre.co.uk
The Hodford Road Practice,https://www.nhs.uk/services/gp-surgery/the-hodford-road-practice/E83649,NW11 8NH,1,https://www.hodfordroadsurgery.co.uk
Brondesbury Medical Centre,https://www.nhs.uk/services/gp-surgery/brondesbury-medical-centre/F83059,NW6 7JQ,1,http://www.brondesburymedicalcentre.co.uk/
Roundwood Park Medical Centre,https://www.nhs.uk/services/gp-surgery/roundwood-park-medical-centre/E84656,NW10 3RY,1,http://www.roundwoodparkmedicalcentre.nhs.uk
Burnley Practice,https://www.nhs.uk/services/gp-surgery/burnley-practice/Y00206,NW10 3RY,1,http://www.burnleygp.co.uk
Crest Medical Centre,https://www.nhs.uk/services/gp-surgery/crest-medical-centre/E84066002,NW2 7NA,1,http://online.nhsgp.net
The Lonsdale Medical Centre,https://www.nhs.uk/services/gp-surgery/the-lonsdale-medical-centre/E84025,NW6 6RR,1,http://www.lonsdalemedicalcentre.nhs.uk
St. Georges Medical Centre,https://www.nhs.uk/services/gp-surgery/st-georges-medical-centre/E84704,NW2 6JH,1,https://stgeorgesmcbrent.co.uk
Ashley Medical Practice,https://www.nhs.uk/services/gp-surgery/ashley-medical-practice/H81663,KT12 2QY,1,http://www.ashmed.co.uk
The White Practice,https://www.nhs.uk/services/gp-surgery/the-white-practice/H81131,KT12 3LB,1,http://www.thewhitepractice.com
Merridale Medical Centre (Rp Tew),https://www.nhs.uk/services/gp-surgery/merridale-medical-centre-rp-tew/C82073,LE3 1BL,1,http://www.merridalemedicalcentre.co.uk
Narborough Road Surgery,https://www.nhs.uk/services/gp-surgery/narborough-road-surgery/C82119,LE3 0PE,1,https://www.narboroughroadsurgery.co.uk/
Royton Medical Centre,https://www.nhs.uk/services/gp-surgery/royton-medical-centre/P85019,OL2 5QL,1,http://www.roytonmedicalcentre.nhs.uk
Richmond Road Medical Centre,https://www.nhs.uk/services/gp-surgery/richmond-road-medical-centre/F84035,E8 3HN,1,http://www.richmondroadmedicalcentre.nhs.uk/
Pickhurst Surgery,https://www.nhs.uk/services/gp-surgery/pickhurst-surgery/G84033,BR2 7JF,1,http://www.pickhurstsurgery.co.uk
Lamorna Surgery,https://www.nhs.uk/services/gp-surgery/lamorna-surgery/G82122003,DA12 5PY,0,
The Forest Surgery,https://www.nhs.uk/services/gp-surgery/the-forest-surgery/F86026,E17 4BA,0,
Waltham Forest Comm & Fam Hth Serv Ltd,https://www.nhs.uk/services/gp-surgery/waltham-forest-comm-and-fam-hth-serv-ltd/F86644,E17 3LA,1,http://www.wfcafhs.co.uk
Dr Dhital Practice,https://www.nhs.uk/services/gp-surgery/dr-dhital-practice/F86086,E17 3LA,1,http://www.wfdhital.co.uk/
Wells Park Practice,https://www.nhs.uk/services/gp-surgery/wells-park-practice/G85114,SE26 6JQ,1,http://www.wellsparkpractice.co.uk
Vale Medical Centre,https://www.nhs.uk/services/gp-surgery/vale-medical-centre/G85696,SE23 2JF,1,http://www.thevalemedicalcentre.co.uk
Paxton Green Group Practice,https://www.nhs.uk/services/gp-surgery/paxton-green-group-practice/G85039,SE21 8AU,1,https://www.paxtongreen.uk/
Modality Lewisham (ML),https://www.nhs.uk/services/gp-surgery/modality-lewisham-ml/G85004,SE23 1HU,1,https://www.modalitypartnership.nhs.uk
The Old Dairy Health Centre,https://www.nhs.uk/services/gp-surgery/the-old-dairy-health-centre/G85706,SE21 8SZ,1,http://www.theodhc.co.uk/
West Kensington GP Surgery,https://www.nhs.uk/services/gp-surgery/west-kensington-gp-surgery/E85074,W14 0LJ,1,http://www.westkensingtongpsurgery.nhs.uk
Sterndale Surgery,https://www.nhs.uk/services/gp-surgery/sterndale-surgery/E85125,W14 0LJ,1,http://www.sterndalesurgery.co.uk
Kensington Park Medical Centre,https://www.nhs.uk/services/gp-surgery/kensington-park-medical-centre/E87720,W14 8HW,1,http://www.kensingtonpark.co.uk/
Keats Group Practice,https://www.nhs.uk/services/gp-surgery/keats-group-practice/F83623,NW3 1NR,1,http://www.keatsgrouppractice.nhs.uk
Park End Surgery,https://www.nhs.uk/services/gp-surgery/park-end-surgery/F83003,NW3 2SE,1,http://www.parkendsurgery.co.uk/
Hampstead Group Practice,https://www.nhs.uk/services/gp-surgery/hampstead-group-practice/F83017,NW3 2QU,1,http://www.hampsteadgrouppractice.co.uk
Daleham Gardens Health Centre,https://www.nhs.uk/services/gp-surgery/daleham-gardens-health-centre/F83633,NW3 5BY,1,http://www.dalehamgardensmedical.co.uk/
Swiss Cottage Surgery,https://www.nhs.uk/services/gp-surgery/swiss-cottage-surgery/F83665,NW3 3NP,1,http://www.swisscottagesurgery.nhs.uk
Adelaide Medical Centre,https://www.nhs.uk/services/gp-surgery/adelaide-medical-centre/F83020,NW3 3RY,1,http://www.adelaidemedicalcentre.nhs.uk
Hampton Medical Centre,https://www.nhs.uk/services/gp-surgery/hampton-medical-centre/H84040,TW12 2PB,1,http://www.hamptonmedicalcentre.nhs.uk/
Queens Crescent Practice,https://www.nhs.uk/services/gp-surgery/queens-crescent-practice/F83632,NW5 4EB,1,http://www.queenscrescent.co.uk/
Broad Lane Surgery,https://www.nhs.uk/services/gp-surgery/broad-lane-surgery/H84018,TW12 3AX,1,http://www.broadlanesurgeryhampton.co.uk
Vine Medical Centre,https://www.nhs.uk/services/gp-surgery/vine-medical-centre/H81128,KT8 9LG,1,https://vine.gpsurgery.net/
Hampton Hill Medical Centre,https://www.nhs.uk/services/gp-surgery/hampton-hill-medical-centre/H84623,TW12 1NY,1,http://www.hamptonhillmedicalcentre.nhs.uk
Glenlyn Medical Centre,https://www.nhs.uk/services/gp-surgery/glenlyn-medical-centre/H81078,KT8 0JX,1,http://www.glenlynmedicalcentre.nhs.uk
Fir Road Surgery,https://www.nhs.uk/services/gp-surgery/fir-road-surgery/H84044001,TW13 6UJ,1,https://www.thegreenandfirroadsurgeries.co.uk
Park Road Surgery,https://www.nhs.uk/services/gp-surgery/park-road-surgery/H84002,TW11 0AU,1,http://www.parkroadsurgeryteddington.co.uk
Twickenham Park Medical Centre,https://www.nhs.uk/services/gp-surgery/twickenham-park-medical-centre/E85045,TW13 6HD,-1,http://www.drwinayakcentre.co.uk
Staines Road Medical Centre,https://www.nhs.uk/services/gp-surgery/staines-road-medical-centre/H84057,TW2 5AU,1,http://www.stainesroadsurgery.nhs.uk/
Thameside Medical Practice,https://www.nhs.uk/services/gp-surgery/thameside-medical-practice/H84059,TW11 8HU,1,http://thamesidemedicalpractice.co.uk
"York Medical Practice, St Mary's College",https://www.nhs.uk/services/gp-surgery/york-medical-practice-st-mary-s-college/H84012001,TW1 4SX,0,
The Green & Fir Road,https://www.nhs.uk/services/gp-surgery/the-green-and-fir-road/H84044,TW2 5TU,0,
Crane Park Surgery,https://www.nhs.uk/services/gp-surgery/crane-park-surgery/H84630,TW2 6JL,1,http://www.craneparksurgery.co.uk
Tower Hill Partnership,https://www.nhs.uk/services/gp-surgery/tower-hill-partnership/M85019,B42 1BT,1,https://towerhillpartnershipmedicalpractice.nhs.uk
Great Barr Practice,https://www.nhs.uk/services/gp-surgery/great-barr-practice/M88015,B43 7HB,1,http://www.greatbarrmedicalcentre.co.uk/
Perry Park Surgery,https://www.nhs.uk/services/gp-surgery/perry-park-surgery/M85624,B42 1TY,1,http://www.perryparkandkingsdale.co.uk
Handsworth Wood Med.Ctr.,https://www.nhs.uk/services/gp-surgery/handsworth-wood-med-ctr/M85002,B20 2ES,1,https://www.modalitypartnership.nhs.uk/handsworth-wood-medical-centre
Cotmore Surgery,https://www.nhs.uk/services/gp-surgery/cotmore-surgery/M85792,B44 8TU,1,https://cotmoresurgery.co.uk
The Oaks Medical Centre,https://www.nhs.uk/services/gp-surgery/the-oaks-medical-centre/M85060,B44 9ER,1,http://www.oaksmedical.net/
Crompton Road Surgery,https://www.nhs.uk/services/gp-surgery/crompton-road-surgery/M85002001,B20 3QP,1,https://www.modalitypartnership.nhs.uk/crompton-road-surgery
Apollo Surgery,https://www.nhs.uk/services/gp-surgery/apollo-surgery/M85158,B44 9HW,1,http://apollosurgery.co.uk/
Mount Medical Centre,https://www.nhs.uk/services/gp-surgery/mount-medical-centre/E85035,TW13 6AJ,1,https://www.mountmedicalcentre.co.uk
Woodlawn Medical Centre,https://www.nhs.uk/services/gp-surgery/woodlawn-medical-centre/H84625,TW2 6EE,1,http://www.woodlawnmedicalcentre.co.uk
Jubilee Surgery,https://www.nhs.uk/services/gp-surgery/jubilee-surgery/H84031,TW2 6JL,1,http://www.jubileesurgerywhitton.nhs.uk
St. Peter's Medical Centre,https://www.nhs.uk/services/gp-surgery/st-peter-s-medical-centre/E84693,HA1 4BS,1,http://www.stpetersmedicalcentre.org.uk
The Links Medical Practice,https://www.nhs.uk/services/gp-surgery/the-links-medical-practice/G84003001,SE9 4JS,1,https://www.thelinksmedicalpractice.co.uk
The Old Surgery,https://www.nhs.uk/services/gp-surgery/the-old-surgery/F85697,N8 0RP,0,
West Green Surgery,https://www.nhs.uk/services/gp-surgery/west-green-surgery/F85669,N8 0RA,1,https://www.westgreensurgery.co.uk/registration
Bridge House Medical Practice,https://www.nhs.uk/services/gp-surgery/bridge-house-medical-practice/Y03135,N4 1TL,1,http://www.bridgehouselondon.nhs.uk
St Ann's Road Surgery,https://www.nhs.uk/services/gp-surgery/st-ann-s-road-surgery/Y02117,N15 5AZ,1,http://www.haringeygp.co.uk
Havergal Surgery,https://www.nhs.uk/services/gp-surgery/havergal-surgery/F85060,N15 3DY,1,http://havergalsurgery.nhs.uk
Hornsey Park Surgery,https://www.nhs.uk/services/gp-surgery/hornsey-park-surgery/F85046,N8 0PH,1,https://www.hornseywoodgreengp.co.uk/
Grove Road Surgery,https://www.nhs.uk/services/gp-surgery/grove-road-surgery/F85623,N15 5HJ,1,http://www.ikwuekegrovesurgery.co.uk/
JS Medical Practice Branch (Westbury Avenue),https://www.nhs.uk/services/gp-surgery/js-medical-practice-branch-westbury-avenue/F85705002,N22 6RS,1,http://www.jsmedicalpractice.com
The Surgery (Cranwich Road),https://www.nhs.uk/services/gp-surgery/the-surgery-cranwich-road/F84686,N16 5JF,1,http://www.cranwichroadsurgery.nhs.uk/
Novum Health Partnership - Baring Road Medical Centre,https://www.nhs.uk/services/gp-surgery/novum-health-partnership-baring-road-medical-centre/G85633002,SE12 0DS,1,https://novumhealth.co.uk/
FREUCHEN MEDICAL CENTRE ,https://www.nhs.uk/services/gp-surgery/freuchen-medical-centre/E84074,NW10 4ST,1,https://freuchenmedicalcentre.co.uk/
St Andrews Medical Centre,https://www.nhs.uk/services/gp-surgery/st-andrews-medical-centre/E84011,NW10 9AR,1,https://neasden-greenhillpark.co.uk/
Greenhill Park Medical Centre,https://www.nhs.uk/services/gp-surgery/greenhill-park-medical-centre/E84665001,NW10 9AR,1,https://neasden-greenhillpark.co.uk/
The Law Medical Group Practice,https://www.nhs.uk/services/gp-surgery/the-law-medical-group-practice/E84006,NW10 5UY,1,http://www.lawmedicalgrouppractice.co.uk/
The Stonebridge Practice,https://www.nhs.uk/services/gp-surgery/the-stonebridge-practice/E84028,NW10 8RY,1,http://www.thestonebridgepractice.co.uk
Lawrence House Surgery,https://www.nhs.uk/services/gp-surgery/lawrence-house-surgery/F85007,N15 4JR,1,http://www.lawrencehousegroup.co.uk/lawrence-house-surgery
JS Medical Practice,https://www.nhs.uk/services/gp-surgery/js-medical-practice/F85705,N15 4JR,1,https://www.jsmedicalpractice.com
Hilltop Medical Practice,https://www.nhs.uk/services/gp-surgery/hilltop-medical-practice/E84637,NW10 8RY,1,https://www.thehilltopmedicalpractice.co.uk
CHURCH END MEDICAL CENTRE ,https://www.nhs.uk/services/gp-surgery/church-end-medical-centre/E84013,NW10 9HP,1,http://www.cemc.nhs.uk
Park Royal Medical Practice,https://www.nhs.uk/services/gp-surgery/park-royal-medical-practice/E84645,NW10 7NS,1,http://www.parkroyalmedicalpractice.nhs.uk
Westbury Medical Centre,https://www.nhs.uk/services/gp-surgery/westbury-medical-centre/F85031,N22 6RX,1,http://www.westbury.nhs.uk
Fernlea Surgery,https://www.nhs.uk/services/gp-surgery/fernlea-surgery/F85071,N15 6JR,1,http://www.fernlea.nhs.uk/
The Vale Practice,https://www.nhs.uk/services/gp-surgery/the-vale-practice/Y01655,N8 8SU,1,http://www.valepractice.com
Broadwater Farm Medical Prcatice,https://www.nhs.uk/services/gp-surgery/broadwater-farm-medical-prcatice/F85007001,N17 6BF,1,http://www.lawrencehousegroup.co.uk/
Chamberlayne Road Surgery,https://www.nhs.uk/services/gp-surgery/chamberlayne-road-surgery/E84066003,NW10 3JP,1,http://online.nhsgp.net
Brentfield Medical Centre,https://www.nhs.uk/services/gp-surgery/brentfield-medical-centre/E84031,NW10 8TF,1,http://www.brentfieldmedicalcentre.co.uk
Cloister Road Surgery,https://www.nhs.uk/services/gp-surgery/cloister-road-surgery/E85680,W3 0DF,1,http://www.cloisterroadsurgery.co.uk
Hammersmith & Fulham Centres For Health,https://www.nhs.uk/services/gp-surgery/hammersmith-and-fulham-centres-for-health/Y02589,W12 0HS,1,http://www.hammersmithandfulhamcentresforhealth.nhs.uk/
"The Surgery, Dr Dasgupta & Partners",https://www.nhs.uk/services/gp-surgery/the-surgery-dr-dasgupta-and-partners/E85005,W12 0PT,-1,http://www.thewestwaysurgery.org.uk
The Exmoor Surgery,https://www.nhs.uk/services/gp-surgery/the-exmoor-surgery/E87733,W10 6DZ,1,http://www.exmoorsurgery.nhs.uk/
Barlby Surgery,https://www.nhs.uk/services/gp-surgery/barlby-surgery/Y01011,W10 6DZ,1,http://www.westlondonpractice.co.uk
Christchurch Hall Surgery,https://www.nhs.uk/services/gp-surgery/christchurch-hall-surgery/F85061,N8 8AE,0,
Ashburton Park Medical Centre,https://www.nhs.uk/services/gp-surgery/ashburton-park-medical-centre/H83033,CR0 7AG,1,http://www.ashburtonparkmedical.co.uk
Crouch Hall Road Surgery,https://www.nhs.uk/services/gp-surgery/crouch-hall-road-surgery/F85069,N8 8HJ,1,https://www.crouchhallroadsurgery.nhs.uk
Morris House Group Practice,https://www.nhs.uk/services/gp-surgery/morris-house-group-practice/F85019,N17 6AA,1,https://mhgp.co.uk
The Beaumont Practice,https://www.nhs.uk/services/gp-surgery/the-beaumont-practice/F83671,N19 3YU,1,http://www.thebeaumontpractice.co.uk/
The Rise Group Practice,https://www.nhs.uk/services/gp-surgery/the-rise-group-practice/F83039,N19 3YU,1,https://www.therisegrouppractice.co.uk/
Tynemouth Medical Practice,https://www.nhs.uk/services/gp-surgery/tynemouth-medical-practice/F85013,N15 4RH,1,http://www.tynemouthmedicalcentre.nhs.uk/
St. Quintin Health Centre,https://www.nhs.uk/services/gp-surgery/st-quintin-health-centre/Y00507,W10 6NX,1,http://www.stquintinhealthcentre-gppractice.co.uk/
North Kensington Medical Centre,https://www.nhs.uk/services/gp-surgery/north-kensington-medical-centre/E87003,W10 6NX,1,https://www.northkensingtonmedicalcentre.nhs.uk
Gladstone Medical Centre,https://www.nhs.uk/services/gp-surgery/gladstone-medical-centre/E84036,NW2 6JH,1,http://www.gladstonemedicalcentre.nhs.uk
The Old Oak Surgery,https://www.nhs.uk/services/gp-surgery/the-old-oak-surgery/Y02906001,W3 7HG,0,
The Horn Lane Surgery,https://www.nhs.uk/services/gp-surgery/the-horn-lane-surgery/E85677,W3 6PH,1,https://www.hornlanedoctorssurgery.nhs.uk/
Neasden Medical Centre,https://www.nhs.uk/services/gp-surgery/neasden-medical-centre/E84665,NW2 7SA,1,https://neasden-greenhillpark.co.uk/
Shirland Medical,https://www.nhs.uk/services/gp-surgery/shirland-medical/E87021,W10 4LD,1,https://www.shirlandmedical.nhs.uk/
Glendale Medical Centre,https://www.nhs.uk/services/gp-surgery/glendale-medical-centre/E86038,UB3 5DA,0,
Heathrow Medical Centre,https://www.nhs.uk/services/gp-surgery/heathrow-medical-centre/E86637,UB3 5AB,1,http://www.heathrowmedicalcentre.nhs.uk
Cranford Medical Centre,https://www.nhs.uk/services/gp-surgery/cranford-medical-centre/E85052,TW5 9RG,1,https://www.cranfordmedicalcentre.co.uk/
