gp,nhs_url
The Barnabas Medical Ctre,https://www.nhs.uk/services/gp-surgery/the-barnabas-medical-ctre/E85127
Queenswood Medical Practice,https://www.nhs.uk/services/gp-surgery/queenswood-medical-practice/Y03035
Benhill & Belmont GP Surgery,https://www.nhs.uk/services/gp-surgery/benhill-and-belmont-gp-surgery/H85031002
The 157 Medical Practice,https://www.nhs.uk/services/gp-surgery/the-157-medical-practice/F85067
Stroud Green Medical Centre,https://www.nhs.uk/services/gp-surgery/stroud-green-medical-centre/F83686
Hanley Primary Care Centre,https://www.nhs.uk/services/gp-surgery/hanley-primary-care-centre/Y01066
Brunswick Surgery,https://www.nhs.uk/services/gp-surgery/brunswick-surgery/H84015
Brookfield Park Surgery,https://www.nhs.uk/services/gp-surgery/brookfield-park-surgery/F83052
The Vale Practice,https://www.nhs.uk/services/gp-surgery/the-vale-practice/Y01655
Crouch Hall Road Surgery,https://www.nhs.uk/services/gp-surgery/crouch-hall-road-surgery/F85069
Perivale Medical Clinic,https://www.nhs.uk/services/gp-surgery/perivale-medical-clinic/E85111
Cheshire Road Surgery,https://www.nhs.uk/services/gp-surgery/cheshire-road-surgery/F85640
Christchurch Hall Surgery,https://www.nhs.uk/services/gp-surgery/christchurch-hall-surgery/F85061
The North London Health Centre,https://www.nhs.uk/services/gp-surgery/the-north-london-health-centre/F85642
Greenford Road Med.Ctr.,https://www.nhs.uk/services/gp-surgery/greenford-road-med-ctr/E85050
Staunton Group Practice,https://www.nhs.uk/services/gp-surgery/staunton-group-practice/F85008
Arcadian Gardens Surgery,https://www.nhs.uk/services/gp-surgery/arcadian-gardens-surgery/F85034
St Johns Way Medical Centre,https://www.nhs.uk/services/gp-surgery/st-johns-way-medical-centre/F83015
Falmouth Health Centre,https://www.nhs.uk/services/gp-surgery/falmouth-health-centre/L82049
Woodlane Surgery,https://www.nhs.uk/services/gp-surgery/wood-lane-medical-centre/E86012
Trescobeas Surgery,https://www.nhs.uk/services/gp-surgery/trescobeas-surgery/L82052
Westover Surgery,https://www.nhs.uk/services/gp-surgery/westover-surgery/L82622
St Mawes Surgery,https://www.nhs.uk/services/gp-surgery/st-mawes-surgery/L82048001
The Penryn Surgery,https://www.nhs.uk/services/gp-surgery/penryn-surgery/L82006
Stoneleigh Surgery,https://www.nhs.uk/services/gp-surgery/stoneleigh-surgery/H81613
Stoneleigh Medical Centre,https://www.nhs.uk/services/gp-surgery/stoneleigh-medical-centre/H81133004
Cox Lane Surgery,https://www.nhs.uk/services/gp-surgery/cox-lane-surgery/H81133003
Cheam Family Practice,https://www.nhs.uk/services/gp-surgery/cheam-family-practice/H85105002
Meneage Street Surgery,https://www.nhs.uk/services/gp-surgery/meneage-street-surgery/L82059
Helston Medical Centre,https://www.nhs.uk/services/gp-surgery/helston-medical-centre/L82018
The Mullion & Constantine Group Practice,https://www.nhs.uk/services/gp-surgery/the-mullion-and-constantine-group-practice/L82056
Constantine Surgery,https://www.nhs.uk/services/gp-surgery/constantine-surgery/L82056003
Porthleven Surgery,https://www.nhs.uk/services/gp-surgery/porthleven-surgery/L82018001
Dr Dorrell & partners,https://www.nhs.uk/services/gp-surgery/dr-dorrell-and-partners/L82056001
ST KEVERNE HEALTH CENTRE,https://www.nhs.uk/services/gp-surgery/st-keverne-health-centre/L82057
Oldfield Family Practice,https://www.nhs.uk/services/gp-surgery/oldfield-family-practice/E85069
Queens Walk Practice,https://www.nhs.uk/services/gp-surgery/queens-walk-practice/E85057
Eastmead Avenue Surgery,https://www.nhs.uk/services/gp-surgery/eastmead-avenue-surgery/E85046
Elmbank Surgery,https://www.nhs.uk/services/gp-surgery/elmbank-surgery/E85088
Gillan House Surgery,https://www.nhs.uk/services/gp-surgery/gillan-house-surgery/F85701
Grenoble Gardens Surgery,https://www.nhs.uk/services/gp-surgery/grenoble-gardens-surgery/F85072002
The Woodberry Practice,https://www.nhs.uk/services/gp-surgery/the-woodberry-practice/F85020
The Mansell Road Practice,https://www.nhs.uk/services/gp-surgery/the-mansell-road-practice/E85129
The Corfton Road Surgery,https://www.nhs.uk/services/gp-surgery/the-corfton-road-surgery/E85123
The Argyle Surgery,https://www.nhs.uk/services/gp-surgery/the-argyle-surgery/E85120
Nursing Home Services,https://www.nhs.uk/services/gp-surgery/care-homes-medical-practice/Y02625
Stuart Crescent Medical Practice,https://www.nhs.uk/services/gp-surgery/stuart-crescent-medical-practice/F85065
Stuart Crescent Health Centre,https://www.nhs.uk/services/gp-surgery/stuart-crescent-health-centre/F85064
Ncl Covid Medicines Delivery Unit,https://www.nhs.uk/services/gp-surgery/ncl-covid-medicines-delivery-unit/Y02914
The Boileau Road Surgery,https://www.nhs.uk/services/gp-surgery/the-boileau-road-surgery/E85694
Greenford Avenue Fhp,https://www.nhs.uk/services/gp-surgery/greenford-avenue-fhp/E85051
The Beaumont Practice,https://www.nhs.uk/services/gp-surgery/the-beaumont-practice/F83671
The Rise Group Practice,https://www.nhs.uk/services/gp-surgery/the-rise-group-practice/F83039/how-to-register
Hornsey Park Surgery,https://www.nhs.uk/services/gp-surgery/hornsey-park-surgery/F85046
Roseland Surgeries,https://www.nhs.uk/services/gp-surgery/roseland-surgeries/L82048
Medicus Health Partners - Connaught,https://www.nhs.uk/services/gp-surgery/medicus-health-partners-connaught/F0A8V
Somerset FHP O,https://www.nhs.uk/services/gp-surgery/somerset-fhp-o/Y01221
Havergal Surgery,https://www.nhs.uk/services/gp-surgery/havergal-surgery/F85060
Jubilee Gardens Medical Centre,https://www.nhs.uk/services/gp-surgery/jubilee-gardens-medical-centre/E85745
Dr Sivanesan & Partner,https://www.nhs.uk/services/gp-surgery/dr-sivanesan-and-partner/E85083
The Horn Lane Surgery,https://www.nhs.uk/services/gp-surgery/the-horn-lane-surgery/E85677
Argyle West Ealing,https://www.nhs.uk/services/gp-surgery/argyle-west-ealing/E85120002
St. Georges Medical Ctr.,https://www.nhs.uk/services/gp-surgery/st-george-s-medical-centre/P84025
West Green Surgery,https://www.nhs.uk/services/gp-surgery/west-green-surgery/F85669
The Old Surgery,https://www.nhs.uk/services/gp-surgery/the-old-bank-surgery/C81003001
JS Medical Practice Branch (Westbury Avenue),https://www.nhs.uk/services/gp-surgery/js-medical-practice-branch-westbury-avenue/F85705002
The Florence Road Surgery,https://www.nhs.uk/services/gp-surgery/the-florence-road-surgery/E85122
Argyle Hanwell,https://www.nhs.uk/services/gp-surgery/argyle-hanwell/E85120001
The Southall Medical Ctr.,https://www.nhs.uk/services/gp-surgery/the-southall-medical-ctr/E85633
Gordon House Surgery,https://www.nhs.uk/services/gp-surgery/gordon-house-surgery/E85026
Mattock Lane Health Centre,https://www.nhs.uk/services/gp-surgery/mattock-lane-health-centre/E85726
Boundary House Surgery,https://www.nhs.uk/services/gp-surgery/boundary-house-medical-centre/P91013
Keats Surgery,https://www.nhs.uk/services/gp-surgery/keats-surgery/F85010
Morecambe Surgery,https://www.nhs.uk/services/gp-surgery/morecambe-surgery/F85650
Lock Road Surgery,https://www.nhs.uk/services/gp-surgery/lock-road-surgery/H84017001
"York Medical Practice, St Mary's College",https://www.nhs.uk/services/gp-surgery/york-medical-practice-st-mary-s-college/H84012001
Thameside Medical Practice,https://www.nhs.uk/services/gp-surgery/thameside-medical-practice/H84059
Cross Deep Surgery,https://www.nhs.uk/services/gp-surgery/cross-deep-surgery/H84039
Acorn Group Practice,https://www.nhs.uk/services/gp-surgery/acorn-group-practice/H84007
Oak Lane Medical Center-Kudra & Sablok,https://www.nhs.uk/services/gp-surgery/oak-lane-medical-center-kudra-and-sablok/H84625001
York Medical Practice,https://www.nhs.uk/services/gp-surgery/york-street-health-practice/B86669
The Green & Fir Road,https://www.nhs.uk/services/gp-surgery/sydenham-green-group-practice/G85024
Acton Town Medical Centre,https://www.nhs.uk/services/gp-surgery/acton-town-medical-centre/E85617
The Mill Hill Surgery,https://www.nhs.uk/services/gp-surgery/the-mill-hill-surgery/E85107
Chiswick Family Practice,https://www.nhs.uk/services/gp-surgery/chiswick-family-practice/E85075
Ealing Park Health Centre,https://www.nhs.uk/services/gp-surgery/ealing-park-health-centre/E85657
The Acton Health Centre,https://www.nhs.uk/services/gp-surgery/the-acton-health-centre/E85109
Acton Lane Medical Centre,https://www.nhs.uk/services/gp-surgery/acton-lane-medical-centre/E85687
Cavendish Health Centre,https://www.nhs.uk/services/gp-surgery/cavendish-medical-centre/N85017
Hampton Hill Medical Centre,https://www.nhs.uk/services/gp-surgery/hampton-hill-medical-centre/H84623
Broad Lane Surgery,https://www.nhs.uk/services/gp-surgery/broad-lane-surgery/H84018
Staines Road Medical Centre,https://www.nhs.uk/services/gp-surgery/staines-road-medical-centre/H84057
Twickenham Park Medical Centre,https://www.nhs.uk/services/gp-surgery/twickenham-park-medical-centre/E85045
Crane Park Surgery,https://www.nhs.uk/services/gp-surgery/crane-park-surgery/H84630
Mayfair Medical Centre,https://www.nhs.uk/services/gp-surgery/mayfair-medical-centre/E87648
Lees Place Medical Centre,https://www.nhs.uk/services/gp-surgery/lees-place-medical-centre/E87002001
Crawford Street Surgery,https://www.nhs.uk/services/gp-surgery/crawford-street-surgery/E87070
Westseven GP,https://www.nhs.uk/services/gp-surgery/westseven-gp/E85013
The Cuckoo Lane Practice,https://www.nhs.uk/services/gp-surgery/the-cuckoo-lane-practice/E85116
Hanwell Health Centre (Naish),https://www.nhs.uk/services/gp-surgery/hanwell-health-centre-naish/E85041
Grosvenor House Surgery,https://www.nhs.uk/services/gp-surgery/grosvenor-house-surgery/E85034
Connaught Square Practice,https://www.nhs.uk/services/gp-surgery/connaught-square-practice/E87037
Elthorne Park Surgery,https://www.nhs.uk/services/gp-surgery/elthorne-park-surgery/E85628
Northfields Surgery,https://www.nhs.uk/services/gp-surgery/northfields-surgery/E85014
The Jersey Practice,https://www.nhs.uk/services/gp-surgery/jersey-practice/E85681
Lisson Grove Health Centre,https://www.nhs.uk/services/gp-surgery/lisson-grove-health-centre/E87011
KS Medical Centre,https://www.nhs.uk/services/gp-surgery/ks-medical-centre/E85012
Dormers Wells Medical Centre,https://www.nhs.uk/services/gp-surgery/dormers-wells-medical-centre/E85682
Lady Margaret Road Medical Centre,https://www.nhs.uk/services/gp-surgery/lady-margaret-road-medical-centre/E85103
Brentford Family Practice,https://www.nhs.uk/services/gp-surgery/brentford-family-practice/E85735
Albany Practice,https://www.nhs.uk/services/gp-surgery/albany-practice/E85004
BRENTFORD GROUP PRACTICE,https://www.nhs.uk/services/gp-surgery/brentford-group-practice/E85605
Chepstow Gardens Medical Centre,https://www.nhs.uk/services/gp-surgery/chepstow-gardens-medical-centre/E85023
The Town Surgery,https://www.nhs.uk/services/gp-surgery/the-town-surgery/F85678/how-to-register
Paddington Green Health Centre,https://www.nhs.uk/services/gp-surgery/paddington-green-health-centre/E87008
The Mwh Practice,https://www.nhs.uk/services/gp-surgery/the-mwh-practice/E85119
Crosslands Surgery,https://www.nhs.uk/services/gp-surgery/crosslands-surgery/E85114
Hammond Road Surgery,https://www.nhs.uk/services/gp-surgery/hammond-road-surgery/E85090
The Saluja Clinic,https://www.nhs.uk/services/gp-surgery/the-saluja-clinic/E85663
Welcome Practice,https://www.nhs.uk/services/gp-surgery/welcome-practice/E85061
"Norwood Road Branch, The Southall Medical Centre",https://www.nhs.uk/services/gp-surgery/norwood-road-branch-the-southall-medical-centre/E85633001
Sunrise Medical Centre,https://www.nhs.uk/services/gp-surgery/sunrise-medical-centre/E85656
Featherstone Road Health Centre,https://www.nhs.uk/services/gp-surgery/featherstone-road-health-centre/Y02342
Guru Nanak Medical Centre,https://www.nhs.uk/services/gp-surgery/guru-nanak-medical-centre/E85121
Thornbury Road Centre For Health,https://www.nhs.uk/services/gp-surgery/thornbury-road-centre-for-health/E85001
Spring Grove Medical Practice,https://www.nhs.uk/services/gp-surgery/spring-grove-medical-practice/E85750
Crompton Medical Centre,https://www.nhs.uk/services/gp-surgery/crompton-medical-centre/E87052
Little Venice Medical Centre,https://www.nhs.uk/services/gp-surgery/little-venice-medical-centre/E87006
Jersey Practice,https://www.nhs.uk/services/gp-surgery/jersey-practice/E85681
Hmc Health Heston Great West,https://www.nhs.uk/services/gp-surgery/hmc-health-heston-great-west/E85739
Medical Centre,https://www.nhs.uk/services/gp-surgery/the-birches-medical-centre/P83609
Hounslow Family Practice,https://www.nhs.uk/services/gp-surgery/hounslow-family-practice/E85713
Argyle Health-Isleworth Practice,https://www.nhs.uk/services/gp-surgery/argyle-health-isleworth-practice/E85744
Hiyos,https://www.nhs.uk/services/gp-surgery/hiyos/E85062
Richmond Lock Surgery,https://www.nhs.uk/services/gp-surgery/richmond-lock-surgery/H84060
The Churchfield Road Surgery,https://www.nhs.uk/services/gp-surgery/the-churchfield-road-surgery/E85640
Wellesley Road Practice,https://www.nhs.uk/services/gp-surgery/wellesley-road-practice/E85692
Blue Wing Family Doctor Unit,https://www.nhs.uk/services/gp-surgery/blue-wing-family-doctor-unit/E85058
The Practice Heart of Hounslow,https://www.nhs.uk/services/gp-surgery/the-practice-heart-of-hounslow/Y02671
Green Practice,https://www.nhs.uk/services/gp-surgery/green-practice/E85126
Chestnut Practice,https://www.nhs.uk/services/gp-surgery/chestnut-practice/E85059
Grove Park Terrace Surgery,https://www.nhs.uk/services/gp-surgery/grove-park-terrace-surgery/E85746
Richmond Medical Group,https://www.nhs.uk/services/gp-surgery/richmond-medical-centre/P81182
Kew Medical Practice,https://www.nhs.uk/services/gp-surgery/kew-medical-practice/H84639
Bath Road Surgery,https://www.nhs.uk/services/gp-surgery/bath-road-surgery/E85716
Hounslow Medical Centre,https://www.nhs.uk/services/gp-surgery/hounslow-medical-centre/E85015
SKYWAYS MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/skyways-medical-centre/E85707
Lancaster Gate Medical Centre,https://www.nhs.uk/services/gp-surgery/lancaster-gate-medical-centre/E87722
The Garway Medical Practice,https://www.nhs.uk/services/gp-surgery/the-garway-medical-practice/E87009
The Bedford Park Surgery,https://www.nhs.uk/services/gp-surgery/the-bedford-park-surgery/E85066
The Old Oak Surgery,https://www.nhs.uk/services/gp-surgery/the-old-oak-surgery/Y02906001
Glendale Medical Centre,https://www.nhs.uk/services/gp-surgery/glendale-medical-centre/E86038
Heathrow Medical Centre,https://www.nhs.uk/services/gp-surgery/heathrow-medical-centre/E86637
Grove Park Surgery,https://www.nhs.uk/services/gp-surgery/grove-park-surgery/E85693
Holly Road Medical Centre,https://www.nhs.uk/services/gp-surgery/holly-road-medical-centre/E85658/how-to-register
Glebe Street Surgery,https://www.nhs.uk/services/gp-surgery/glebe-street-surgery/E85683
Sheen Lane Surgery,https://www.nhs.uk/services/gp-surgery/sheen-lane-surgery/H84055
St. Margarets Practice,https://www.nhs.uk/services/gp-surgery/st-margarets-practice/E85007
Twickenham Park Surgery,https://www.nhs.uk/services/gp-surgery/twickenham-park-surgery/H84048
Parkshot Medical Practice,https://www.nhs.uk/services/gp-surgery/parkshot-medical-practice/H84005
North Hyde Road Surgery,https://www.nhs.uk/services/gp-surgery/north-hyde-road-surgery/E86609
Cranford Medical Centre,https://www.nhs.uk/services/gp-surgery/cranford-medical-centre/E85052
Cape Cornwall Surgery,https://www.nhs.uk/services/gp-surgery/cape-cornwall-surgery/K8F2K
Cheam GP Centre,https://www.nhs.uk/services/gp-surgery/cheam-gp-centre/H85063
Shadbolt Park House Surg,https://www.nhs.uk/services/gp-surgery/shadbolt-park-house-surg/H81656
Red Lion Road Surgery,https://www.nhs.uk/services/gp-surgery/red-lion-road-surgery/H84054
Manor Drive Medical Centre,https://www.nhs.uk/services/gp-surgery/manor-drive-medical-centre/H84635
Sunray Surgery,https://www.nhs.uk/services/gp-surgery/sunray-surgery/H84618
Thorkhill Surgery,https://www.nhs.uk/services/gp-surgery/thorkhill-surgery/H81086
Berrylands Surgery,https://www.nhs.uk/services/gp-surgery/berrylands-surgery/H84053
BRUNSWICK SURGERY,https://www.nhs.uk/services/gp-surgery/brunswick-surgery/H84015
LANGLEY MEDICAL PRACTICE,https://www.nhs.uk/services/gp-surgery/langley-medical-practice/H84062
Giggs Hill Surgery,https://www.nhs.uk/services/gp-surgery/giggs-hill-surgery/H81078005
"Churchill Medical Centre, Surbiton",https://www.nhs.uk/services/gp-surgery/churchill-medical-centre-surbiton/H84027001
Roselawn Surgery,https://www.nhs.uk/services/gp-surgery/roselawn-surgery/H84051
Holmwood Corner Surgery,https://www.nhs.uk/services/gp-surgery/holmwood-corner-surgery/H84042
West Barnes Surgery,https://www.nhs.uk/services/gp-surgery/west-barnes-surgery/H85055
Fairhill Medical Practice,https://www.nhs.uk/services/gp-surgery/fairhill-medical-practice/H84020
Grand Drive Surgery,https://www.nhs.uk/services/gp-surgery/grand-drive-surgery/H85101
Marine Lake Medical Practice,https://www.nhs.uk/services/gp-surgery/marine-lake-medical-practice/N85002
